Barcode #,Manufacturer,Model,Serial #,Location,Room
143011,HP,Chromebook 11 G4,5CD637139G,Desert Vista Campus,E116
143012,HP,Chromebook 11 G4,5CD63713GV,Desert Vista Campus,E116
143013,HP,Chromebook 11 G4,5CD637139F,Desert Vista Campus,E116
143014,HP,Chromebook 11 G4,5CD6372Q80,Desert Vista Campus,E116
143015,HP,Chromebook 11 G4,5CD6372Q81,Desert Vista Campus,E116
143016,HP,Chromebook 11 G4,5CD6372Q7Q,Desert Vista Campus,E116
143017,HP,Chromebook 11 G4,5CD6372Q7N,Desert Vista Campus,E116
143018,HP,Chromebook 11 G4,5CD6372Q83,Desert Vista Campus,E116
143019,HP,Chromebook 11 G4,5CD6372Q76,Desert Vista Campus,E116
143020,HP,Chromebook 11 G4,5CD6372Q7R,Desert Vista Campus,E116
143021,HP,Chromebook 11 G4,5CD6372Q94,Desert Vista Campus,E116
143022,HP,Chromebook 11 G4,5CD6372Q95,Desert Vista Campus,E116
143023,HP,Chromebook 11 G4,5CD6372R3L,Desert Vista Campus,E116
143024,HP,Chromebook 11 G4,5CD6372Q96,Desert Vista Campus,E116
143025,HP,Chromebook 11 G4,5CD6372Q9S,Desert Vista Campus,E116
143026,HP,Chromebook 11 G4,5CD637138S,Desert Vista Campus,E116
143027,HP,Chromebook 11 G4,5CD6371360,Desert Vista Campus,E116
138825,HP,6300 Pro MT,2UA32915RY,West Campus,E243
142147,HP,EliteOne 800 G1 Touch AIO 23,MXL5200LB9,Desert Vista Campus,F203
142793,HP,LaserJet Ent Flow MFP M527z,MXBCJ3018M,Desert Vista Campus,F110
138729,Apple,iPad Air,DMPLW18XFK13,Northwest Campus,B210
138030,HP,ProBook 6470b,CNU3319V0V,East Campus,E208
90178,Microsoft,Surface Pro 3,9322550653,Maintenance and Security,MS180A
139650,HP,EliteBook 840 G1,CNU349BDG2,Maintenance and Security,MS173
137079,Dell,Unknown,DJD1ZW1,West Campus,-
136426,Microsoft,Surface Pro 2,22368730853,District Office,A101
133164,HP,ProBook 6460b,CNU1451QHD,Downtown Campus,CO135
142371,HP,EliteBook 840 G2,5CG53376GPJ,Downtown Campus,CC287
142367,HP,EliteBook 840 G2,5CG53376PS,East Campus,O205
142368,HP,EliteBook 840 G2,5CG5337754,Downtown Campus,ST114
142370,HP,EliteBook 840 G2,5CG53376X1,Downtown Campus,CO135
142369,HP,EliteBook 840 G2,5CG53376Y0,Downtown Campus,ST241
142615,InFocus ,INF5711,BYU531557349281,Northwest Campus,G301
142617,InFocus ,INF5711,BYU531557382006,Northwest Campus,G301
142614,InFocus ,INF5711,BYU531557406268,Northwest Campus,G302
142616,InFocus ,INF5711,BYU531557460124,Northwest Campus,G302
121528,Apple,MacBook Air,C1MS932WH3QF,Northwest Campus,A116
121529,Apple,MacBook Air,C1MS93LKH3QF,Desert Vista Campus,F214
121537,Apple,MacBook Air,C1MS8MWKH3QF,Desert Vista Campus,F214
121532,Apple,MacBook Air,C1MS93M3H3QF,Desert Vista Campus,F214
121531,Apple,MacBook Air,C1MS93KXH3QF,Desert Vista Campus,F214
121530,Apple,MacBook Air,C1MS93C8HQF,Desert Vista Campus,F214
121533,Apple,MacBook Air,C1MS8MW7H3QF,Desert Vista Campus,F214
121535,Apple,MacBook Air,C1MS9MWVH3QF,Desert Vista Campus,F214
121534,Apple,MacBook Air,C1MS8MWRH3QF,Desert Vista Campus,F214
121552,Apple,iPad Air 2,DMPS82MXG5W1,Desert Vista Campus,F214
121551,Apple,iPad Air 2,DMPS8WPJG5W1,Desert Vista Campus,F214
95719,Sharp,LC-70LE661U,610412204,West Campus,CG28
95720,Sharp,LC-70LE661U,610412205,Northwest Campus,B210
138695,HP,Folio 9470m,CNU3349DRP,Northwest Campus,B210
-,HP,LaserJet Pro MFP M426fdn,PHB8J5PDK7,West Campus,K133
128460,Apple,iPad 3,DMPHVF9EDJ8T,Downtown Campus,CC227
111032,Apple,iMac,QP9240S10TM,Downtown Campus,CO135
128406,Apple,iPad 3,DMPHVERSDJ8T,Downtown Campus,CO135
-,Vizio,Unknown,LWZ2PPAQ2001025,West Campus,CG07
141427,Apple,iMac,D25NW076F8JC,Downtown Campus,ST102
142305,Apple,iMac,D25Q80Q5F8J9,West Campus,J126
114075,Apple,iMac,C02P98D7FY10,Downtown Campus,CO135
143127,HP,Z240 SFF,2UA6391PXS,District Office,A112
132971,HP,6200 Pro SFF,MXL2051V5K,Northwest Campus,-
139738,HP,LaserJet P3015n,VNB4G04815,Desert Vista Campus,C104
138426,HP,6300 Pro SFF,MXL34014WD,Northwest Campus,M102
133024,HP,6200 Pro SFF,2UA2070XLS,Northwest Campus,M105
140642,HP,ProDesk 600 G1 SFF,MXL4210DQ3,Northwest Campus,B107
140700,HP,ProDesk 600 G1 SFF,MXL4192PXZ,Northwest Campus,B210
139550,HP,ProDesk 600 G1 SFF,MXL4060VCG,Northwest Campus,M107
126240,Apple,iPad,DMQJ353ADJ8T,Downtown Campus,CO135
131551,HP,LaserJet 4515,CNDYB35511,Desert Vista Campus,FC100
110124,HP,6000 Pro SFF,MXL01918FB,Northwest Campus,-
108484,Apple,Mac Pro,H09371F820H,West Campus,L205
143167,HP,EliteBook 840 G3,5CG6435MN1,West Campus,-
143169,HP,EliteBook 840 G3,5CG6435MJ7,West Campus,R010
124056,Microsoft,Surface Pro 4,45845254753,Northwest Campus,M107
128381,Apple,iPad 3,DYTHG5RZDJ8T,Downtown Campus,LB153
128328,Apple,iPad 3,DMRJNRZRF185,West Campus,R016
128449,Apple,iPad 3,DMRJNQOVF185,West Campus,-
143154,HP,ProDesk 600 G2 SFF,MXL64922SL,West Campus,C126
143150,HP,ProDesk 600 G2 SFF,MXL64922SX,West Campus,H118
142698,HP,ProDesk 600 G2 SFF,MXL60315P2,West Campus,E215
137423,HP,LaserJet M4555h MFP,MXDCF5X14G,Northwest Campus,M101
142816,HP,Color LaserJet Ent MFP M680,MXDCJ372GR,East Campus,O118A
95721,Apple,iPad Pro 9.7,DMPT78XTH1MJ,East Campus,E513
143265,Sharp,PN-L603B,6L10023X,West Campus,C207
143266,Sharp,PN-L603B,6L10024X,West Campus,C319
143267,Epson,BrightLink 595WI,UHHF681974L,West Campus,C207
-,Apple,iPad 2,DMQGCH2ZDFHW,Downtown Campus,CO134
141523,HP,EliteOne 800 G1 Touch AIO 23,MXL5022X5S,Downtown Campus,SL100
143251,Apple,iPad Pro 9.7,DMPSQ05VH1MK,Desert Vista Campus,B150
143241,Apple,iPad Pro 9.7,DMPSX41ZH1MK,Desert Vista Campus,B150
143242,Apple,iPad Pro 9.7,DMPSX45EH1MK,Desert Vista Campus,B150
143243,Apple,iPad Pro 9.7,DMPSX477H1MK,Desert Vista Campus,B150
143244,Apple,iPad Pro 9.7,DMPSX428H1MK,Desert Vista Campus,B150
143245,Apple,iPad Pro 9.7,DMPSQ0AEH1MK,Desert Vista Campus,B150
143246,Apple,iPad Pro 9.7,DMPSP671H1MK,Desert Vista Campus,B150
143247,Apple,iPad Pro 9.7,DMPSP6QSH1MK,Desert Vista Campus,B150
143248,Apple,iPad Pro 9.7,DMPSP6ENH1MK,Desert Vista Campus,B150
143249,Apple,iPad Pro 9.7,DMPSP69BH1MK,Desert Vista Campus,A147
143250,Apple,iPad Pro 9.7,DMPSP6V7H1MK,Desert Vista Campus,A149
143252,Apple,iPad Pro 9.7,DMPSQ0BJH1MK,Desert Vista Campus,B150
143253,Apple,iPad Pro 9.7,DMPSQ0GPH1MK,Desert Vista Campus,B150
143254,Apple,iPad Pro 9.7,DMPSP6A9H1MK,Desert Vista Campus,B150
143255,Apple,iPad Pro 9.7,DMPSP6RDH1MK,Desert Vista Campus,B150
143256,Apple,iPad Pro 9.7,DMPSP6YNH1MK,Desert Vista Campus,B150
143257,Apple,iPad Pro 9.7,DMPSQ0FAH1MK,Desert Vista Campus,B150
143258,Apple,iPad Pro 9.7,DMPSQ09DH1MK,Desert Vista Campus,B150
143259,Apple,iPad Pro 9.7,DMPSQ0JWH1MK,Desert Vista Campus,B150
143260,Apple,iPad Pro 9.7,DMPSQ0D5H1MK,Desert Vista Campus,B150
143262,Apple,iPad Pro 9.7,DMPSP6V2H1MK,Desert Vista Campus,B150
143263,Apple,iPad Pro 9.7,DMPSQ07GH1MK,Desert Vista Campus,B150
143264,Apple,iPad Pro 9.7,DMPSP69SH1MK,Desert Vista Campus,B150
139206,HP,ProDesk 600 G1 SFF,MXL4060KXM,District Office,D113
114125,Epson,595WI,UHHK5X00908,Maintenance and Security,MS189
142815,HP,LaserJet Ent 630 MFP,MXBCJ3H15P,East Campus,L239
142814,HP,LaserJet Ent M630 MFP,MXBCJ3H146,East Campus,E519
142817,HP,Color LaserJet Ent MFP M680,MXDCJ372FR,East Campus,O210
142820,HP,LaserJet 700 color MFP M775,MXHCJ3122M,East Campus,L107
90227,Apple,MacBook Pro,C02TC1LFGTDX,Northwest Campus,A116
143268,HP,LaserJet Color Flow MFP M880zm,MXDCK3804B,West Campus,H117
116694,Panasonic,CF-53 Toughbook,7BTSA96338,East Campus,E401
139284,HP,EliteOne 800 G1 AIO,MXL4060M8M,Downtown Campus,ST107
139283,HP,EliteOne 800 G1 AIO,MXL4060M8S,Downtown Campus,CO135
136444,HP,6300 Pro MT,MXL3080BV4,Downtown Campus,CO135
-,HP,LaserJet Pro MFP M426fdn,PHB8J5762Q,East Campus,L122
116695,Panasonic,CF-53 Toughbook,7BTSA96092,East Campus,E401
116696,Panasonic,CF-53 Toughbook,7BTSA96319,East Campus,E401
116697,Panasonic,CF-53 Toughbook,7CTSA98138,East Campus,E401
116698,Panasonic,CF-53 Toughbook,7CTSA98142,East Campus,E401
116699,Panasonic,CF-53 Toughbook,7CTSA98149,East Campus,E401
116700,Panasonic,CF-53 Toughbook,7CTSA98153,East Campus,E401
116701,Panasonic,CF-53 Toughbook,7CTSA98172,East Campus,E401
116702,Panasonic,CF-53 Toughbook,7CTSA98181,East Campus,E401
116703,Panasonic,CF-53 Toughbook,7CTSA98212,East Campus,E401
116704,Panasonic,CF-53 Toughbook,7CTSA98214,East Campus,E401
116705,Panasonic,CF-53 Toughbook,7CTSA98219,East Campus,E401
116706,Panasonic,CF-53 Toughbook,7CTSA98224,East Campus,E401
116707,Panasonic,CF-53 Toughbook,7CTSA98226,East Campus,E401
116708,Panasonic,CF-53 Toughbook,7CTSA98230,East Campus,E401
116709,Panasonic,CF-53 Toughbook,7CTSA98237,East Campus,E401
116710,Panasonic,CF-53 Toughbook,7CTSA98241,East Campus,E401
116711,Panasonic,CF-53 Toughbook,7CTSA98244,East Campus,E401
116712,Panasonic,CF-53 Toughbook,7CTSA98263,East Campus,E401
116713,Panasonic,CF-53 Toughbook,7CTSA98266,East Campus,E401
116714,Panasonic,CF-53 Toughbook,7CTSA98267,East Campus,E401
116715,Panasonic,CF-53 Toughbook,7CTSA98273,East Campus,E401
116716,Panasonic,CF-53 Toughbook,7CTSA98281,East Campus,E401
116717,Panasonic,CF-53 Toughbook,7CTSA98285,East Campus,E401
116718,Panasonic,CF-53 Toughbook,7CTSA98295,East Campus,E401
116719,Panasonic,CF-53 Toughbook,7CTSA98298,East Campus,E401
116720,Panasonic,CF-53 Toughbook,7CTSA98299,East Campus,E401
116721,Panasonic,CF-53 Toughbook,7CTSA98300,East Campus,E401
116722,Panasonic,CF-53 Toughbook,7CTSA98302,East Campus,E401
116723,Panasonic,CF-53 Toughbook,7CTSA98307,East Campus,E401
-,HP,LaserJet Pro MFP M426dn,PHB8J5765X,East Campus,E606
-,HP,LaserJet Pro MFP M426fdn,PHB8J57668,East Campus,E623
116852,HP,Color LaserJet Pro MFP M477,CN697DX1CC,East Campus,E616
116855,HP,Color LaserJet Ent E87660Z,CNC1LCX00J,East Campus,E517
116854,HP,LaserJet Flow MFP E82560z,CNC1M7S0H8,East Campus,E517
-,Canon,CanoScan LiDE 25,KEBC09815,Downtown Campus,CO135
-,Canon,CanoScan LiDE 25,KEBC08751,Downtown Campus,CO135
95722,LG,49LW340C,702RMSS6A030,West Campus,J115
140730,HP,ProDesk 600 G1 SFF,MXL4192PZ6,East Campus,L225
140731,HP,ProDesk 600 G1 SFF,MXL4192PYJ,East Campus,L225
136145,HP,ProBook 6470b,CNU307B30J,29th St,A107
129275,Google,Nexus 734,D60KBC277904,West Campus,C136
-,SMART Technologies,SB685,SB685-R2-671323,Downtown Campus,ST215
142791,HP,LaserJet Ent Flow MFP M527z,?,Downtown Campus,ST180
142806,HP,EliteOne 800 G2 Touch AIO,MXL62218GR,Downtown Campus,LB155
121549,Apple,iPad Air 2,DMPS8UQHG5W1,Desert Vista Campus,A113
121550,Apple,iPad Air 2,DMPS8UXMG5W1,Desert Vista Campus,A113
121545,Apple,MacBook Air,C1MS8BXZH3QF,Desert Vista Campus,A113
121540,Apple,MacBook Air,CPWS93R8H3QF,Desert Vista Campus,A113
121541,Apple,MacBook Air,CPWSP3RKH3QF,Desert Vista Campus,A113
121543,Apple,MacBook Air,CPWS93RDH3QF,Desert Vista Campus,A113
121539,Apple,MacBook Air,CPWS93RYH3QF,Desert Vista Campus,A113
121544,Apple,MacBook Air,C1MS8DW2H3QF,Desert Vista Campus,A113
121546,Apple,MacBook Air,C1MS8DT0H3QF,Desert Vista Campus,A113
121548,Apple,MacBook Air,C1MS8DZFH3QF,Desert Vista Campus,A113
121547,Apple,MacBook Air,C1MS8DZBH3QF,Desert Vista Campus,A113
121542,Apple,MacBook Air,CPWS93RNH3QF,Desert Vista Campus,A113
-,Aver,M70,53049 80200107,Downtown Campus,ST206
135603,HP,6300 Pro SFF,2UA2331R9B,Downtown Campus,ST206
127822,LG,47LV355B,205RMPH12910,Downtown Campus,ST208
132842,SMART Technologies,SB685,SB685-R2-734431,Downtown Campus,ST208
133572,Hitachi,CP-AW251N,F2BU00839,Downtown Campus,CO135
121561,Apple,iPad Pro 12.9,DLXTF0WGGMLM,Desert Vista Campus,C125
143296,Sharp,PN-C703B,6L047380,West Campus,A249
68215,3M,Unknown,1182904,Downtown Campus,ST188
142913,HP,LaserJet Ent M725 MFP,MXCCH7H05N,Aviation Technology Center,A102
135734,HP,Elite 8300 AIO,MXL2510DTH,Aviation Technology Center,A108
121536,Apple,MacBook Air,C1M58MVNH3QF,Desert Vista Campus,F214
134254,HP,4300 Pro SFF,2UA2290WHW,Downtown Campus,CO135
-,Aver,M70,50607 13020P,Downtown Campus,ST216
135662,HP,6300 Pro SFF,2UA2331V2B,West Campus,D203
143382,Microsoft,Surface Pro 4,26295470353,Northwest Campus,C328
121565,HP,EliteBook 840 G3,5CG7161PRP,Desert Vista Campus,H101
121566,HP,EliteBook 840 G3,5CG7161PQX,Desert Vista Campus,H101
121567,HP,EliteBook 840 G3,5CG7161PQ3,Desert Vista Campus,H101
121568,HP,EliteBook 840 G3,5CG7161PRB,Desert Vista Campus,H101
121564,HP,EliteBook 840 G3,5CG7161PN4,Desert Vista Campus,d111
142519,HP,EliteBook 840 G2,5CG5410BKQ,Northwest Campus,A226
131878,HP,Z210 MT,2UA13208H9,Downtown Campus,ST238
-,HP,DeskJet 3050,CN19L4468C,Downtown Campus,ST238
136402,HP,6300 Pro SFF,MXL308PZ9,Downtown Campus,ST239
-,HP,DeskJet 6980,MY6BE9R3GJ,Downtown Campus,ST239
-,HP,DeskJet 3510,CN31T1PMX0,Downtown Campus,-
135295,HP,6300 Pro MT,MXL2321WP9,Downtown Campus,ST233
141251,HP,Z230 TWR,2UA4401XVR,Downtown Campus,ST250
-,HP,DeskJet 990cxi,MY24C1C5R,Downtown Campus,ST231
136386,HP,6300 Pro SFF,MXL3080Q12,Downtown Campus,ST222
143385,Microsoft,Surface Pro 4,18275570253,West Campus,R010
143272,HP,EliteBook 840 G4,5CG7085F9Q,West Campus,B109
95726,HP,EliteBook 840 G4,5CG7163LCR,East Campus,L110
95724,HP,EliteBook 840 G4,5CG7163LFG,East Campus,L239
95725,HP,EliteBook 840 G4,5CG7163LG1,Desert Vista Campus,A117
-,Brother,HL-2240,U63594J6G282792,Downtown Campus,ST220
-,HP,LaserJet P1102w,VNB4K86225,Downtown Campus,ST227
-,Epson,Perfection V330,MLZW062558,Downtown Campus,ST226
136393,HP,6300 Pro SFF,MXL3080PZ2,Downtown Campus,ST224
-,Epson,Perfection V330,MLZW062562,Downtown Campus,ST224
-,HP,LaserJet P1102w,VNB4K86222,Downtown Campus,ST224
129711,NEC,NEC-M353WS,-,West Campus,C216
129712,Da-Lite,DALT-34492L,-,West Campus,C216
128954,Epson,PowerLite 485w,QUXK3X00067,Downtown Campus,ST171A
139138,SMART Technologies,SB685,SB685-M2-A35623,Downtown Campus,ST171A 
142997,Epson,595WI,UHHK6602470,Downtown Campus,CC215
140376,Apple,Mac mini,C07MK15DDY3H,Desert Vista Campus,D115
140379,Apple,Mac mini,CO37MK14VDY3H,Desert Vista Campus,F203
121506,HP,EliteBook 840 G3,5CG6262Q96,Desert Vista Campus,H103
95760,HP,Ergotron HP-20,5CV6260037,West Campus,C203
95759,HP,Ergotron HP-30,5CV714002J,West Campus,C219
143395,HP,EliteBook 840 G4,5CG7193SWT,West Campus,C205
143396,HP,EliteBook 840 G4,5CG7193SL0,West Campus,C205
143397,HP,EliteBook 840 G4,5CG7194JBM,West Campus,C205
143398,HP,EliteBook 840 G4,5CG7193SWC,West Campus,C205
143399,HP,EliteBook 840 G4,5CG7193SQM,West Campus,C205
143400,HP,EliteBook 840 G4,5CG7193SX3,West Campus,C205
143401,HP,EliteBook 840 G4,5CG7193SV0,West Campus,C205
143402,HP,EliteBook 840 G4,5CG7193SRK,West Campus,C205
143403,HP,EliteBook 840 G4,5CG7193SSG,West Campus,C205
143404,HP,EliteBook 840 G4,5CG7193SQ9,West Campus,C205
143405,HP,EliteBook 840 G4,5CG7193SPZ,West Campus,C205
143406,HP,EliteBook 840 G4,5CG71929SG,West Campus,C205
143407,HP,EliteBook 840 G4,5CG7193SSM,West Campus,C205
143408,HP,EliteBook 840 G4,5CG7193SWY,West Campus,C205
143409,HP,EliteBook 840 G4,5CG7193SVZ,West Campus,C205
143410,HP,EliteBook 840 G4,5CG7193SP6,West Campus,C205
143411,HP,EliteBook 840 G4,5CG7193SLG,West Campus,C205
143412,HP,EliteBook 840 G4,5CG7193SS9,West Campus,C205
143413,HP,EliteBook 840 G4,5CG7193SVP,West Campus,C205
143414,HP,EliteBook 840 G4,5CG7193SRF,West Campus,C205
143415,HP,EliteBook 840 G4,5CG7193STW,West Campus,C219
-,Logitech,BCC950,XXX000111222,Downtown Campus,RV141
143416,HP,EliteBook 840 G4,5CG7193SMK,West Campus,C219
143417,HP,EliteBook 840 G4,5CG7193SSW,West Campus,C219
143418,HP,EliteBook 840 G4,5CG7193SNB,West Campus,C219
143419,HP,EliteBook 840 G4,5CG7193SXT,West Campus,C219
143420,HP,EliteBook 840 G4,5CG7193SXJ,West Campus,C219
143421,HP,EliteBook 840 G4,5CG7193SPD,West Campus,C219
143422,HP,EliteBook 840 G4,5CG7193SV5,West Campus,C219
143423,HP,EliteBook 840 G4,5CG7193SQS,West Campus,C219
139303,HP,ProDesk 600 G1 TWR,MXL4060W74,District Office,C115
121572,Epson,PowerLite 1785W,X3RZ7100395,Desert Vista Campus,H103
141252,HP,Z230 TWR,2UA4401XVF,Downtown Campus,ST241
141253,HP,Z230 TWR,2UA4401XW7,Downtown Campus,ST101
68229,SMART Technologies,SB580,SB580-85132,Downtown Campus,ST243
136380,HP,6300 Pro SFF,MXL3080Q1W,Downtown Campus,ST243
141254,HP,Z230 TWR,2UA4401XW8,Downtown Campus,ST244
-,HP,DeskJet 920c,MX2236D2MS,Downtown Campus,ST245
136401,HP,6300 Pro SFF,MXL3080PYY,Maintenance and Security,MS180A
135631,HP,6300 Pro SFF,2UA2331MM4,Downtown Campus,ST249
-,HP,DeskJet 3050,CN12P3958Z,Downtown Campus,ST248
-,HP,DeskJet 3050,CN12P395B7,Downtown Campus,ST247
-,Aver,M70,5.30514E+12,Downtown Campus,CO135
136445,HP,6300 Pro MT,MXL3080BVB,Downtown Campus,RV136
127818,LG,47LV355B,205RMBW12909,Downtown Campus,RV135
-,Aver,M70,5005313030P,Downtown Campus,RV160
143363,HP,ProBook x360 G1,5CG70922WM,Desert Vista Campus,F204
116747,Apple,MacBook Pro,C02TM0CCGY25,East Campus,O108
138901,HP,ProBook 6470b,CNU346BL4L,Desert Vista Campus,F105
-,Da-Lite,DALT-25939,-,West Campus,A215
-,Da-Lite,DALT-25939,-,West Campus,CG24
-,Da-Lite,DALT-25939,-,West Campus,C207
-,Da-Lite,DALT-25939,-,West Campus,A126
143332,Tesira,Forte AVC-C1-BiAmp,3115472,Desert Vista Campus,F201B
95755,Canon,WUX6010D-RS-IL01ST,AF303708B,West Campus,L111
143333,Atlona,At-UHD-Pro3 88m,7.10297E+17,Desert Vista Campus,F201B
95757,Canon,WUX6010D-RS-IL01ST,AF303716B,West Campus,L106
95758,TecVision,Draper Premier,-,West Campus,L106
95756,TecVision,Draper Onyx,-,West Campus,L111
141960,HP,EliteBook 840 G1,5CG5043BG4,Northwest Campus,A318
142078,HP,HSTNN-EC02,5CV5060033,West Campus,J208
110357,HP,Color LaserJet CM3530fs MFP,CNJLD07422,Maintenance and Security,MS189
-,Da-Lite,DALT-25939,-,West Campus,K133
111979,Microsoft,Surface Book,42854565154,Northwest Campus,B210
139861,HP,ProDesk 600 G1 TWR,xl4141k72,Desert Vista Campus,F023A
136615,HP,Color LaserJet CM4540f MFP,JPDCF3M14F,Desert Vista Campus,A133
111982,Microsoft,Surface Pro 4,58891471254,Northwest Campus,G232
112010,Microsoft,Surface Pro 4,3204571353,East Campus,O121
142133,HP,EliteOne 800 G1 Touch AIO 23,MXL5200L9T,Desert Vista Campus,B153
121617,Epson,BrightLink 695WI,X28C7400794,Desert Vista Campus,MS185
141722,Microsoft,Surface Pro 3,63848643053,Desert Vista Campus,B147
129348,Epson,Expression XL1000 XL,SQH0006506,West Campus,CG05
129349,Epson,Expression XL1000 XL,SQH0003669,West Campus,CG05
129351,Epson,Expression XL1000 XL,SQH0003498,West Campus,CG05
90226,Apple,MacBook Pro,C02TC1LEGTDX,Desert Vista Campus,A142
143339,Epson,BrightLink Pro 1460Ui,X3J8730007L,West Campus,HG09
143336,Sharp,LC-70LE661U,703425976,Desert Vista Campus,F204
143337,Sharp,LC-70LE661U,703425974,Desert Vista Campus,F204
143334,Sharp,LC-70LE661U,703425973,Desert Vista Campus,F204
143338,Sharp,LC-70LE661U,703425972,Desert Vista Campus,F204
143335,Sharp,LC-70LE661U,114116086,Desert Vista Campus,F204
143446,HP,EliteBook 840 G4,5CG7215PLV,West Campus,C108
129350,Epson,Expression XL1000 XL,SQH0003608,West Campus,CG05
129352,Epson,Expression XL1000 XL,SQH0003621,West Campus,CG05
64812,Epson,Stylus Pro 4800,GK7E028405,West Campus,CG07
71051,Epson,Stylus Pro 1280,-,West Campus,CG07
73309,Epson,Stylus Photo 2400,-,West Campus,CG07
143067,Sharp,Smart TV,610412203,West Campus,CG40
95717,Gerber Technology,AF110S.C,10100584,West Campus,CG25
129195,Epson,DS 50000,PVZZ0000936,West Campus,CG26
129428,Cisco,ASA 5505,JMX184841DD,West Campus, 
110812,HP,LaserJet P4015dn,CNDY919523,West Campus,D108
143394,Epson,Pro G7000W,X2KP730041L,East Campus,E536
143346,HP,ProBook x360 G1,5CG7095MCS,Desert Vista Campus,F204
143348,HP,ProBook x360 G1,5CG7095M3L,Desert Vista Campus,F204
143349,HP,ProBook x360 G1,5CG7095KNC,Desert Vista Campus,F204
143352,HP,ProBook x360 G1,5CG7095LW0,Desert Vista Campus,F204
143353,HP,ProBook x360 G1,5CG7095LB8,Desert Vista Campus,F204
143354,HP,ProBook x360 G1,5CG7095KZ2,Desert Vista Campus,F204
143355,HP,ProBook x360 G1,5CG7092398,Desert Vista Campus,F204
143356,HP,ProBook x360 G1,5C7095MMP,Desert Vista Campus,F204
143357,HP,ProBook x360 G1,5CG7095MK5,Desert Vista Campus,F204
143358,HP,ProBook x360 G1,5CG7095L9B,Desert Vista Campus,F204
143359,HP,ProBook x360 G1,5CG7093229D,Desert Vista Campus,F204
143360,HP,ProBook x360 G1,5CG70922B4,Desert Vista Campus,F204
143361,HP,ProBook x360 G1,5CG7091ZLZ,Desert Vista Campus,F204
143362,HP,ProBook x360 G1,5CG7075LRH,Desert Vista Campus,F204
143364,HP,ProBook x360 G1,5CG7095KQF,Desert Vista Campus,F204
143368,HP,ProBook x360 G1,5CG7095MMZ,Desert Vista Campus,F204
143369,HP,ProBook x360 G1,5CG709237B,Desert Vista Campus,F204
143370,HP,ProBook x360 G1,5CG7095LZO,Desert Vista Campus,F204
143371,HP,ProBook x360 G1,5CG70922YJ,Desert Vista Campus,F204
143372,HP,ProBook x360 G1,5CG7095M95,Desert Vista Campus,F204
143373,HP,ProBook x360 G1,5CG70965LP8,Desert Vista Campus,F204
143374,HP,ProBook x360 G1,5CG7095MP4,Desert Vista Campus,F204
143376,HP,ProBook x360 G1,5CG7095MJW,Desert Vista Campus,F204
143377,HP,ProBook x360 G1,5CG709SMKD,Desert Vista Campus,F204
143378,HP,ProBook x360 G1,5CG7095LCJ,Desert Vista Campus,F204
143379,HP,ProBook x360 G1,5CG7095MJK,Desert Vista Campus,F204
143380,HP,ProBook x360 G1,5CG7095M7V,Desert Vista Campus,F204
143366,HP,ProBook x360 G1,5CG70923N7,Desert Vista Campus,F204
143367,HP,ProBook x360 G1,5CG7095M6Q,Desert Vista Campus,F204
143375,HP,ProBook x360 G1,5CG7095L4Z,Desert Vista Campus,F204
143347,HP,ProBook x360 G1,5CG70922TX,Desert Vista Campus,F204
143350,HP,ProBook x360 G1,5CG7095LXW,Desert Vista Campus,F204
143351,HP,ProBook x360 G1,5CG709238M,Desert Vista Campus,F204
116724,HP,EliteBook 840 G4,5CG7124GV2,East Campus,L137
116725,HP,EliteBook 840 G4,5CG7124GX4,East Campus,L137
116726,HP,EliteBook 840 G4,5CG7124GXJ,East Campus,L137
116727,HP,EliteBook 840 G4,5CG7124GXX,East Campus,L137
116728,HP,EliteBook 840 G4,5CG7124HKC,East Campus,L137
116729,HP,EliteBook 840 G4,5CG7124HKG,East Campus,L137
116730,HP,EliteBook 840 G4,5CG7124HKK,East Campus,L137
116731,HP,EliteBook 840 G4,5CG7124HRS,East Campus,L137
116732,HP,EliteBook 840 G4,5CG7124HS3,East Campus,L137
116733,HP,EliteBook 840 G4,5CG7124HY8,East Campus,L137
116734,HP,EliteBook 840 G4,5CG7124J6B,East Campus,L137
116735,HP,EliteBook 840 G4,5CG7124J75,East Campus,L137
116737,HP,EliteBook 840 G4,5CG719296R,East Campus,L137
116736,HP,EliteBook 840 G4,5CG7125HT8,East Campus,L137
116738,HP,EliteBook 840 G4,5CG7192982,East Campus,L137
116739,HP,EliteBook 840 G4,5CG719298T,East Campus,L137
116740,HP,EliteBook 840 G4,5CG71929FK,East Campus,L137
116741,HP,EliteBook 840 G4,5CG71929L6,East Campus,L137
116742,HP,EliteBook 840 G4,5CG71929MY,East Campus,L137
116743,HP,EliteBook 840 G4,5CG71929NH,East Campus,L137
116744,HP,EliteBook 840 G4,5CG71929NN,East Campus,L116
116745,HP,EliteBook 840 G4,5CG71929P9,East Campus,E513
116746,HP,EliteBook 840 G4,5CG71929Q9,East Campus,O147
111974,Apple,iPad Pro 12.9,DLXTN0S6GMLM,Community Campus,C202
138498,HP,6300 Pro SFF,MXL34014V3,West Campus,R005
143326,Apple,iPad Pro 9.7,DMPRK7PGH1MK,Desert Vista Campus,F204
143327,Apple,iPad Pro 9.7,DMPRLEZ7H1MK,Desert Vista Campus,F204
143325,Apple,iPad Pro 9.7,DMPRLET8H1MK,Desert Vista Campus,F204
