Barcode #,Manufacturer,Model,Serial #,Location,Room
126130,SMART Technologies,SB685,SB685-R2-671319,Downtown Campus,-
-,SMART Technologies,SB685,SB685-R2-671325,Downtown Campus,CO135
116821,HP,TBA-E504,5CV720002S,East Campus,L116
70438,Dell,DIMENSION 2400,4L3F741,Maintenance and Security,-
116801,HP,EliteBook 840 G4,5CG804DWPB,East Campus,L116
-,Sharp,LC-60LE661U,-,El Pueblo,10
142924,Apple,Mac Pro,F5K600QF694,West Campus,CG45
142925,Apple,Mac Pro,F5K600PF694,West Campus,CG45
143585,Sharp,PN-LE701,707418402M0027313,West Campus,B101
142921,Apple,iPad Pro 9.7,DMPS39S2H1MJ,District Office,C233
142923,Apple,iPad Pro 9.7,DMPS3964H1MJ,District Office,B229
138713,NEC,V552 ,38002663,District Office,C101
65513,Califone,PA300,HL990627,East Campus,E536
146932,Microsoft,Surface Pro 6,26157792253,29th St,A018
146893,Apple,iMac,C02Z612NJV3X,West Campus,CG26
146894,Apple,iMac,C02Z612TJV3X,West Campus,CG26
146895,Apple,iMac,C02Z612PJV3X,West Campus,CG26
146896,Apple,iMac,C02Z6130JV3X,West Campus,CG26
146897,Apple,iMac,C02Z612ZJV3X,West Campus,CG26
146898,Apple,iMac,C02Z612WJV3X,West Campus,CG26
146899,Apple,iMac,C02Z612EJV3X,West Campus,CG26
146900,Apple,iMac,C02Z612KJV3X,West Campus,CG26
146901,Apple,iMac,C02Z6137JV3X,West Campus,CG26
146902,Apple,iMac,C02Z6135JV3X,West Campus,CG26
146903,Apple,iMac,C02Z6136JV3X,West Campus,CG26
146904,Apple,iMac,C02Z612SJV3X,West Campus,CG26
146905,Apple,iMac,C02Z6133JV3X,West Campus,CG26
146906,Apple,iMac,C02Z612XJV3X,West Campus,CG26
106609,HP,dc5800 SFF,SMXL8430K6F,Downtown Campus,ST116
146907,Apple,iMac,C02Z612VJV3X,West Campus,CG26
106616,HP,dc5800 SFF,SMXL8430K5F,Downtown Campus,ST116
146908,Apple,iMac,C02Z6132JV3X,West Campus,CG26
146909,Apple,iMac,C02Z612GJV3X,West Campus,CG26
108450,Apple,Mac Pro,H09371L220H,West Campus,-
108451,Apple,Mac Pro,H0937KZ20H,West Campus,-
146910,Apple,iMac,C02Z612UJV3X,West Campus,CG26
108482,Apple,Mac Pro,H09371FH20H,West Campus,-
108483,Apple,Mac Pro,H09371FN20H,Downtown Campus,CO135
146911,Apple,iMac,C02Z612HJV3X,West Campus,L113
146912,Apple,iMac,C02Z612YJV3X,West Campus,CG26
108488,Apple,Mac Pro,H09371FV20H,Downtown Campus,CC269
108489,Apple,Mac Pro,H09371GF20H,West Campus,-
146913,Apple,iMac,C02Z612CJV3X,West Campus,CG26
108496,Apple,Mac Pro,H09371FA20H,West Campus,C216
108497,Apple,Mac Pro,H09371G020H,West Campus,-
108502,Apple,Mac Pro,H09371FR20H,West Campus,CG07
146914,Apple,iMac,C02Z612RJV3X,West Campus,CG26
146915,Apple,iMac,C02Z6131JV3X,West Campus,CG26
146916,Apple,iMac,C02Z612BJV3X,West Campus,CG26
146917,Apple,iMac,C02Z612JJV3X,West Campus,CG26
146918,Apple,iMac,C02Z6134JV3X,West Campus,CG26
146919,Apple,iMac,C02Z612LJV3X,West Campus,CG26
146920,Apple,iMac,C02Z612QJV3X,West Campus,CG26
146921,Apple,iMac,C02Z612DJV3X,West Campus,CG26
146922,Apple,iMac,C02Z612FJV3X,West Campus,CG26
146923,Apple,iMac,C02Z612MJV3X,West Campus,CG26
146998,HP,EliteOne 800 G5 Touch AIO 23,MXL9353VK7,Downtown Campus,ST115
146933,Apple,iPad Air,F9FY9G3ALMPL,El Pueblo,1
146934,Apple,iPad Air,F9FY9G1VLMPL,El Pueblo,1
146935,Apple,iPad Air,F9FY701TLMPL,El Pueblo,1
146936,Apple,iPad Air,F9FY9GMWLMPL,El Pueblo,1
146937,Apple,iPad Air,F9FY73JELMPL,El Pueblo,1
146938,Apple,iPad Air,F9FY753LLMPL,El Pueblo,1
146939,Apple,iPad Air,F9FYC48FLMPL,El Pueblo,1
146940,Apple,iPad Air,F9FY74T1LMPL,El Pueblo,1
146941,Apple,iPad Air,F9FY9JK0LMPL,El Pueblo,1
146942,Apple,iPad Air,F9FY9GCMLMPL,El Pueblo,1
146943,Apple,iPad Air,F9FYC0KULMPL,El Pueblo,1
146944,Apple,iPad Air,F9FY752NLMPL,El Pueblo,1
146945,Apple,iPad Air,F9FY74Y1LMPL,El Pueblo,1
146946,Apple,iPad Air,F9FY73J1LMPL,El Pueblo,1
146947,Apple,iPad Air,F9FYC0BTLMPL,El Pueblo,1
146948,Apple,iPad Air,F9FY9BC6LMPL,El Pueblo,1
146949,Apple,iPad Air,F9FYCCTULMPL,El Pueblo,1
146950,Apple,iPad Air,F9FYC9XMLMPL,El Pueblo,1
146951,Apple,iPad Air,F9FY753XLMPL,El Pueblo,1
146952,Apple,iPad Air,F9FY74D9LMPL,El Pueblo,1
146953,Apple,iPad Air,F9FY7139LMPL,El Pueblo,1
146954,Apple,iPad Air,F9FY73HDLMPL,El Pueblo,1
109753,HP,6000 Pro MT,MXL0200X5P,West Campus,E217
146955,Apple,iPad Air,F9FY70AHLMPL,El Pueblo,1
146828,HP,ProDesk 600 G4 SFF,MXL9274ZNT,District Office,D235
146829,HP,ProDesk 600 G4 SFF,MXL9274ZNZ,District Office,A215
146830,HP,ProDesk 600 G4 SFF,MXL9274ZQF,District Office,A101
146831,HP,ProDesk 600 G4 SFF,MXL9274ZNX,District Office,A211
146832,HP,ProDesk 600 G4 SFF,MXL9274ZQ5,District Office,C249
146833,HP,ProDesk 600 G4 SFF,MXL9274ZNR,District Office,B215
146834,HP,ProDesk 600 G4 SFF,MXL9274ZPS,District Office,A123
146835,HP,ProDesk 600 G4 SFF,MXL9274ZPC,District Office,D214
146836,HP,ProDesk 600 G4 SFF,MXL9274ZPX,District Office,C217
146837,HP,ProDesk 600 G4 SFF,MXL9274ZPW,District Office,D237
146838,HP,ProDesk 600 G4 SFF,MXL9274ZP8,District Office,C212
146839,HP,ProDesk 600 G4 SFF,MXL9274ZPR,District Office,D214
146840,HP,ProDesk 600 G4 SFF,MXL9274ZNV,District Office,A109
146841,HP,ProDesk 600 G4 SFF,MXL9274ZQD,District Office,C123
146842,HP,ProDesk 600 G4 SFF,MXL9274ZP1,District Office,B231
146843,HP,ProDesk 600 G4 SFF,MXL9274ZQ3,District Office,A101
146844,HP,ProDesk 600 G4 SFF,MXL9274ZQ2,District Office,A109
146845,HP,ProDesk 600 G4 SFF,MXL9274ZQ4,District Office,B205
146846,HP,ProDesk 600 G4 SFF,MXL9274ZP0,District Office,A211
146847,HP,ProDesk 600 G4 SFF,MXL9274ZQ6,District Office,A101
146848,HP,ProDesk 600 G4 SFF,MXL9274ZQ7,District Office,A101
146849,HP,ProDesk 600 G4 SFF,MXL9274ZP2,District Office,D214
146850,HP,ProDesk 600 G4 SFF,MXL9274ZNH,District Office,D232
146851,HP,ProDesk 600 G4 SFF,MXL9274ZP3,District Office,A101
146852,HP,ProDesk 600 G4 SFF,MXL9274ZP4,District Office,A107
146853,HP,ProDesk 600 G4 SFF,MXL9274ZQ1,District Office,A107
146854,HP,ProDesk 600 G4 SFF,MXL9274ZNJ,District Office,A107
146855,HP,ProDesk 600 G4 SFF,MXL9274ZPP,District Office,A107
146856,HP,ProDesk 600 G4 SFF,MXL9274ZPZ,District Office,A207
146857,HP,ProDesk 600 G4 SFF,MXL9274ZNL,District Office,D214
146858,HP,ProDesk 600 G4 SFF,MXL9274ZP9,District Office,D216
146859,HP,ProDesk 600 G4 SFF,MXL9274ZQ8,District Office,B214
146860,HP,ProDesk 600 G4 SFF,MXL9274ZPG,Maintenance and Security,A187
146861,HP,ProDesk 600 G4 SFF,MXL9274ZQK,District Office,C210
146862,HP,ProDesk 600 G4 SFF,MXL9274ZPQ,District Office,C220
146863,HP,ProDesk 600 G4 SFF,MXL9274ZPH,District Office,A107
146864,HP,ProDesk 600 G4 SFF,MXL9274ZNY,District Office,C248
146865,HP,ProDesk 600 G4 SFF,MXL9274ZPD,District Office,A101
146866,HP,ProDesk 600 G4 SFF,MXL9274ZNM,Maintenance and Security,MS180A
146867,HP,ProDesk 600 G4 SFF,MXL9274ZP5,District Office,A107
146926,Apple,MacBook Pro,C02YRB9ZLVCF,29th St,A018
146869,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V85,West Campus,C152
146870,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V83,West Campus,C152
146871,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V81,West Campus,C152
146872,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V7Z,West Campus,C152
146873,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V89,West Campus,C152
146874,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V86,West Campus,C152
146875,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V87,West Campus,C152
146876,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V88,West Campus,C152
146877,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V82,West Campus,C152
146878,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V84,West Campus,C152
146879,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V80,West Campus,C152
146880,HP,EliteOne 800 G4 Touch AIO 23,MXL9310V8J,West Campus,C152
146881,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF0,West Campus,C152
146882,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF5,West Campus,C152
146883,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF7,West Campus,C152
146884,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF6,West Campus,C152
146885,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FDY,West Campus,C152
146886,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FDZ,West Campus,C152
146887,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF3,West Campus,C152
110767,Apple,Mac Pro,H00380E3EUH,West Campus,-
110789,Apple,Mac Pro,H00380DTEUH,West Campus,C216
110791,Apple,Mac Pro,H003801MEUG,West Campus,-
146888,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF4,West Campus,C152
128637,Apple,Mac Pro,G88390CTXYL,West Campus,C205
128638,Apple,Mac Pro,G883903WXYL,West Campus,C205
146889,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FF9,West Campus,C152
145883,ViewPlus,Columbia,CCL0001645,Northwest Campus,C340
128775,HP,dc5800 SFF,MXL9161FYL,West Campus,-
145803,HP,ZBook 17 G5,5CD8494205,Downtown Campus,CO135
129210,Apple,iMac,D25L41UTDNMP,West Campus,CG03
130964,Apple,Mac mini,C07CV964DD6K,Downtown Campus,CO135
141915,HP,EliteBook 840 G1,5CG4521KBD,West Campus,J336
142518,HP,EliteBook 840 G2,5CG5410BT8,Northwest Campus,A220
136535,HP,ProBook 6470b,CNU304BRVY,Northwest Campus,-
143770,HP,EliteBook 840 G4,5CG742093W,West Campus,HG09
143827,HP,EliteBook 840 G4,5CG7420B2L,West Campus,D114
143961,HP,EliteBook 840 G4,5CG74208YP,Desert Vista Campus,F122A
131655,HP,6200 Pro SFF,MXL13126Z1,West Campus,C214
146760,HP,EliteDesk 800 G4,MXL92255RJ,West Campus,L121
146792,HP,EliteBook 840 G5,5CG9112ZTV,Maintenance and Security,MS109
146793,HP,EliteBook 840 G5,5CG9112ZW3,Maintenance and Security,MS109
146794,HP,EliteBook 840 G5,5CG9112ZN5,Maintenance and Security,MS109
146795,HP,EliteBook 840 G5,5CG911304Q,Maintenance and Security,MS109
146796,HP,EliteBook 840 G5,5CG9113041,Maintenance and Security,MS109
146797,HP,EliteBook 840 G5,5CG9112ZNX,Maintenance and Security,MS109
146798,HP,EliteBook 840 G5,5CG9112ZMS,Maintenance and Security,MS109
146799,HP,EliteBook 840 G5,5CG9112ZV3,Maintenance and Security,MS109
146800,HP,EliteBook 840 G5,5CG9112ZH3,Maintenance and Security,MS109
146801,HP,EliteBook 840 G5,5CG9112ZJP,Maintenance and Security,MS109
124169,Apple,MacBook Pro,C02Z64G8LVCF,Northwest Campus,G205
124174,Epson,PowerLite 700U,X55X960788L,Northwest Campus,A316
124176,Epson,PowerLite 700U,X55X960730L,Northwest Campus,L301
124175,Epson,PowerLite 700U,X55X960627L,Northwest Campus,A208
124172,Epson,PowerLite 700U,X55X950655L,Northwest Campus,A110
131928,HP,6200 Pro SFF,S2UA1282R4L,West Campus,E207
124171,Epson,PowerLite 700U,X55X960722L,Northwest Campus,D104
124173,Epson,PowerLite 700U,X55X960724L,Northwest Campus,A210
-,HP,LaserJet Pro MFP M426fdn,PHB8J582S4,Maintenance and Security,MS173
-,Apple,iPod Touch,CCQNF1APG22V,Downtown Campus,-
146890,HP,PageWide Pro MFP 477dw,CN89CHY05Y,District Office,C128
146891,HP,LaserJet Pro M402dne,PHB5B06280,District Office,C117
146892,HP,LaserJet Pro M402dne,PHB5B06300,District Office,C126
135279,HP,6300 Pro MT,MXL2321WLM,Downtown Campus,LB173
131938,HP,6200 Pro SFF,S2UA1282R45,West Campus,H102
131939,HP,6200 Pro SFF,S2UA1282R3K,West Campus,S104
141475,HP,EliteBook 840 G1,5CG50304CQ,District Office,D113
146924,System76,Darter Pro 15.6,8J08SC137676,District Office,A124
124045,Microsoft,Surface Pro 3,52269444752,Northwest Campus,C308
146925,Apple,iPad Pro 11 Inch,DLXXW0DMKD6M,Desert Vista Campus,C126
114336,Ergotron,Ergite-003,1762112-0052,Downtown Campus,CO135
146823,Robotemi,temi,119230137,District Office,D110
146802,HP,ProDesk 600 G4 SFF,MXL9274ZQ9,District Office,C215
131947,HP,6200 Pro SFF,S2UA1282R3G,West Campus,H126
146803,HP,ProDesk 600 G4 SFF,MXL9274ZPT,District Office,D206
146804,HP,ProDesk 600 G4 SFF,MXL9274ZPL,District Office,D124
146805,HP,ProDesk 600 G4 SFF,MXL9274ZQJ,District Office,D 214
131952,HP,6200 Pro SFF,S2UA1282R40,West Campus,E238
146806,HP,ProDesk 600 G4 SFF,MXL9274ZPY,Downtown Campus,CC160
146807,HP,ProDesk 600 G4 SFF,MXL9281Z7B,District Office,A109
146808,HP,ProDesk 600 G4 SFF,MXL9281YDR,District Office,D214
146809,HP,ProDesk 600 G4 SFF,MXL9274ZNK,District Office,A101
146810,HP,ProDesk 600 G4 SFF,MXL9274ZQG,District Office,A211
146811,HP,ProDesk 600 G4 SFF,MXL92634NZ,District Office,B117
146812,HP,ProDesk 600 G4 SFF,MXL9274ZPJ,District Office,B117
132024,HP,6200 Pro MT,SMXL1290H9N,West Campus,-
146813,HP,ProDesk 600 G4 SFF,MXL9274ZPB,District Office,A211
146814,HP,ProDesk 600 G4 SFF,MXL9274ZPV,District Office,B204
146815,HP,ProDesk 600 G4 SFF,MXL9273VMG,District Office,A222
146816,HP,ProDesk 600 G4 SFF,MXL9274ZP7,District Office,C131
146817,HP,ProDesk 600 G4 SFF,MXL9274ZQB,District Office,A102
146818,HP,ProDesk 600 G4 SFF,MXL9274ZQH,District Office,A222
146819,HP,ProDesk 600 G4 SFF,MXL9274ZPF,District Office,D206
146820,HP,ProDesk 600 G4 SFF,MXL9274ZP6,District Office,A101
146821,HP,ProDesk 600 G4 SFF,MXL9274ZNQ,District Office,D232
146822,HP,ProDesk 600 G4 SFF,MXL9274ZNS,District Office,B214
146824,HP,ProDesk 600 G4 SFF,MXL9274ZPK,District Office,C212
132039,HP,6200 Pro MT,S2UA13224CS,West Campus,L105
146825,HP,ProDesk 600 G4 SFF,MXL9274ZPM,District Office,C131
146826,HP,ProDesk 600 G4 SFF,MXL9274ZQ0,District Office,D215
146827,HP,ProDesk 600 G4 SFF,MXL9274ZPN,District Office,B207
132154,HP,6200 Pro SFF,2UA1281ZW0,West Campus,AG20
132155,HP,6200 Pro SFF,2UA1281ZWZ,West Campus,AG20
132156,HP,6200 Pro SFF,2UA1281ZSL,West Campus,AG20
132157,HP,6200 Pro SFF,2UA1281R44,West Campus,AG20
146761,HP,EliteBook 840 G5 Touch,5CG9113007,District Office,A101
146762,HP,EliteBook 840 G5 Touch,5CG9112ZQW,District Office,A120
132162,HP,6200 Pro SFF,2UA1281ZSN,West Campus,E235
132163,HP,6200 Pro SFF,S2UA1282R46,West Campus,S101
146763,HP,EliteBook 840 G5 Touch,5CG9112ZM0,District Office,A120
146764,HP,EliteBook 840 G5 Touch,5CG9112ZNL,District Office,A127
146765,HP,EliteBook 840 G5 Touch,5CG911303V,Maintenance and Security,A130
146766,HP,EliteBook 840 G5 Touch,5CG9112ZKZ,West Campus,E226
146767,HP,EliteBook 840 G5 Touch,5CG911304B,District Office,B208
146768,HP,EliteBook 840 G5 Touch,5CG9112ZWY,District Office,A109
146769,HP,EliteBook 840 G5 Touch,5CG9112ZQR,District Office,C229
146770,HP,EliteBook 840 G5 Touch,5CG92115JL,District Office,D204
146771,HP,EliteBook 840 G5 Touch,5CG9112ZDM,District Office,B205
146772,HP,EliteBook 840 G5 Touch,5CG9112ZPN,East Campus,E515
146773,HP,EliteBook 840 G5 Touch,5CG9112ZY8,District Office,A109
146774,HP,EliteBook 840 G5 Touch,5CG9112ZF1,District Office,A101
146775,HP,EliteBook 840 G5 Touch,5CG9114PKS,District Office,C223
146776,HP,EliteBook 840 G5 Touch,5CG9112ZLL,District Office,D101
146777,HP,EliteBook 840 G5 Touch,5CG9112ZGJ,District Office,A101
146778,HP,EliteBook 840 G5 Touch,5CG9112ZHC,District Office,D101
146779,HP,EliteBook 840 G5 Touch,5CG9112ZRG,District Office,A120
146780,HP,EliteBook 840 G5 Touch,5CG9112ZDF,Maintenance and Security,A115
146781,HP,EliteBook 840 G5 Touch,5CG9112ZMX,District Office,D214
146782,HP,EliteBook 840 G5 Touch,5CG9112ZX4,District Office,C214
146783,HP,EliteBook 840 G5 Touch,5CG9086RQH,District Office,D101
146784,HP,EliteBook 840 G5 Touch,5CG9112ZLD,District Office,D120
146785,HP,EliteBook 840 G5 Touch,5CG9113038,District Office,C215
146759,HP,DesignJet Z6 24,CN8CC6K01M,District Office,A107
114129,HP,ZBook 15 G3,CND6284GT9,Downtown Campus,ST211
114130,HP,ZBook 15 G3,CND6284GSP,Downtown Campus,CO135
114131,HP,ZBook 15 G3,CND6284GSM,Downtown Campus,CO135
114132,HP,ZBook 15 G3,CND6284GS9,Downtown Campus,CO135
114133,HP,ZBook 15 G3,CND6284GT1,Downtown Campus,CO135
114134,HP,ZBook 15 G3,CND6284GTF,Downtown Campus,CO135
114135,HP,ZBook 15 G3,CND6284GT2,Downtown Campus,CO135
114136,HP,ZBook 15 G3,CND6284GSS,Downtown Campus,CO135
114137,HP,ZBook 15 G3,CND6284GSL,Downtown Campus,CO135
114138,HP,ZBook 15 G3,CND6284GSQ,Downtown Campus,CO135
114139,HP,ZBook 15 G3,CND6284GSB,Downtown Campus,CO135
114140,HP,ZBook 15 G3,CND6284GSK,Downtown Campus,CO135
114141,HP,ZBook 15 G3,CND6284GSY,Downtown Campus,CO135
-,Hitachi,CP-X3015WN,-,West Campus,HG06
-,Hitachi,CP-X3011N,-,West Campus,H305
114347,AnywhereCart,Anywhere Cart AC-Manager,AC-Manage-0270,Downtown Campus,ST118
114348,Ergotron,Zip40,1740031-0031,Downtown Campus,CC215
139543,HP,ProDesk 600 G1 SFF,MXL4060VBS,DMAFB,A141
138961,HP,LaserJet Ent 600 M601,CNCCFB82BZ,DMAFB,A141
140718,HP,ProDesk 600 G1 SFF,MXL4192PZ4,DMAFB,A143A
108848,HP,LaserJet 4015,CNDY278278,DMAFB,A100
54429,HP,LaserJet 4000n,USEK089846,DMAFB,A100
-,HP,LaserJet 400 Color MFP M475dn,CNB8D5LT46,Downtown Campus,CO135
132559,HP,8200 Elite AIO,SMXL1381BSY,West Campus,A215
128734,Anthro Corporation,NETM30,-,Downtown Campus,CO135
132804,HP,Z210 MT,S2UA141255G,West Campus,C202
132809,HP,Z210 MT,S2UA141256P,West Campus,R019
132811,HP,Z210 MT,S2UA141256J,West Campus,R016
132812,HP,Z210 MT,S2UA1420T98,West Campus,R019
132813,HP,Z210 MT,S2UA1420T9M,West Campus,R016
132816,HP,Z210 MT,S2UA1412551,East Campus,O140
132817,HP,Z210 MT,S2UA1420T9N,East Campus,O117
132818,HP,Z210 MT,S2UA141255P,East Campus,O121
132819,HP,Z210 MT,S2UA141255R,East Campus,O117
132825,HP,Z210 MT,S2UA1412550,West Campus,R011
132832,HP,Z210 MT,S2UA1412564,West Campus,R019
132835,HP,Z210 MT,S2UA1412555,West Campus,R011
132837,HP,Z210 MT,S2UA141256D,West Campus,-
132840,HP,Z210 MT,S2UA141256Q,West Campus,C202
146698,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FVL,East Campus,E5-515
146699,HP,EliteOne 800 G4 Touch AIO 23,MXL9216962,East Campus,E5-515
146700,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FVP,East Campus,E5-515
146701,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FVN,East Campus,E5-515
146702,HP,EliteOne 800 G4 Touch AIO 23,MXL9216961,East Campus,E5-515
146703,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FVM,East Campus,E5-515
146704,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FVH,East Campus,E5-515
146705,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FVK,East Campus,L110
132947,HP,TouchSmart Elite 7320 AIO,MXL2030V91,West Campus,-
146706,HP,EliteOne 800 G4 Touch AIO 23,MXL9216960,East Campus,E5-515
-,Aver,M70,#5304783200067,Northwest Campus,G103
138749,Epson,Power Lite 4750W,TL8F390126L,Northwest Campus,G101
138751,Epson,Power Lite 4750W,TL8F390102L,Northwest Campus,G101
135280,HP,6300 Pro MT,MXL2321WQ6,Northwest Campus,E212
141431,Apple,Mac Pro,F5KNV0NVF9VN,Northwest Campus,G209
138971,HP,LaserJet Ent 500 MFP M525dn,-,Northwest Campus,A323
139110,Epson,PowerLite 4750W,TL8F390127L,Northwest Campus,G213
141425,Apple,MacBook Pro,C02NX0AWG3QN,Northwest Campus,B210
146723,HP,EliteOne 800 G4 Touch AIO 23,MXL9132L5Q,Desert Vista Campus,C111
146724,HP,EliteOne 800 G4 Touch AIO 23,MXL9132L5V,Desert Vista Campus,C111
146725,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FK2,Desert Vista Campus,C111
146726,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FK5,Desert Vista Campus,C111
146727,HP,EliteOne 800 G4 Touch AIO 23,MXL9224FK9,Desert Vista Campus,C111
146728,HP,EliteOne 800 G4 Touch AIO 23,MXL9132L5M,Desert Vista Campus,C111
146729,HP,EliteOne 800 G4 Touch AIO 23,MXL9132L5N,Desert Vista Campus,C111
132967,HP,TouchSmart Elite 7320 AIO,MXL2030V8T,West Campus,-
146730,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BVX,Desert Vista Campus,C111
132969,HP,TouchSmart Elite 7320 AIO,MXL2060260,West Campus,K281
132970,HP,6200 Pro SFF,2UA2070XP7,West Campus,J106
146731,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BVL,Desert Vista Campus,C111
146732,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BV3,Desert Vista Campus,C111
146733,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BVS,Desert Vista Campus,C111
132981,HP,6200 Pro SFF,MXL2071L2G,West Campus,C160
146734,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BW3,Desert Vista Campus,C111
132990,HP,6200 Pro SFF,2UA070XJT,West Campus,C112
146735,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BTS,Desert Vista Campus,C111
146736,HP,EliteOne 800 G4 Touch AIO 23,MXL92251K1,Desert Vista Campus,C111
146737,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BTP,Desert Vista Campus,C111
133028,HP,6200 Pro SFF,2UA2070XLJ,West Campus,C160
146738,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BVJ,Desert Vista Campus,C111
146739,HP,EliteOne 800 G4 Touch AIO 23,MXL9224BV0,Desert Vista Campus,C111
146740,HP,EliteOne 800 G4 Touch AIO 23,MXL92251K2,Desert Vista Campus,C111
146741,HP,EliteOne 800 G4 Touch AIO 23,MXL92251KP,Desert Vista Campus,C111
146742,HP,EliteOne 800 G4 Touch AIO 23,MXL92251JN,Desert Vista Campus,C111
146743,HP,EliteOne 800 G4 Touch AIO 23,MXL92251KG,Desert Vista Campus,C111
146744,HP,EliteOne 800 G4 Touch AIO 23,MXL92251JX,Desert Vista Campus,C111
146745,HP,EliteOne 800 G4 Touch AIO 23,MXL92251KJ,Desert Vista Campus,C111
146746,HP,EliteOne 800 G4 Touch AIO 23,MXL92251K3,Desert Vista Campus,C111
146747,HP,EliteOne 800 G4 Touch AIO 23,MXL92251JW,Desert Vista Campus,C111
146748,HP,EliteOne 800 G4 Touch AIO 23,MXL92251JL,Desert Vista Campus,C111
146749,HP,EliteOne 800 G4 Touch AIO 23,MXL92251K5,Desert Vista Campus,C111
146098,HP,ProDesk 600 G4 SFF,MXL9181LXS,El Rio,101
146099,HP,ProDesk 600 G4 SFF,MXL9181LVM,El Rio,101
146100,HP,ProDesk 600 G4 SFF,MXL9181LWW,El Rio,101
146101,HP,ProDesk 600 G4 SFF,MXL9181LVC,El Rio,101
146102,HP,ProDesk 600 G4 SFF,MXL9181LW2,El Rio,101
-,Hitachi,CP-X3015WN,-,West Campus,J339
133052,HP,6200 Pro SFF,2UA2070XJX,West Campus,-
146048,Microsoft,Surface Pro 6,38427490753,Northwest Campus,B135
133060,HP,6200 Pro SFF,2UA2070XLB,West Campus,-
133064,HP,6200 Pro SFF,2UA2070XJR,West Campus,AG23
133069,HP,6200 Pro SFF,2UA2070XLX,Desert Vista Campus,D114
133752,HP,Elite 8300 MT,2UA2290DQJ,West Campus,A101
133753,HP,Elite 8300 MT,2UA2290DQV,West Campus,A101
133754,HP,Elite 8300 MT,2UA2290DQT,West Campus,A101
133755,HP,Elite 8300 MT,2UA2290DRZ,West Campus,A101
133756,HP,Elite 8300 MT,2UA2290DQB,West Campus,A101
133757,HP,Elite 8300 MT,2UA2290DQC,West Campus,A101
133758,HP,Elite 8300 MT,2UA2290DM9,West Campus,A101
133759,HP,Elite 8300 MT,2UA2290DQ3,West Campus,A101
133760,HP,Elite 8300 MT,2UA2290DR4,West Campus,A101
133761,HP,Elite 8300 MT,2UA2290DQP,West Campus,A101
133762,HP,Elite 8300 MT,2UA2290DMC,West Campus,A101
133763,HP,Elite 8300 MT,2UA2290DN2,West Campus,A101
133764,HP,Elite 8300 MT,2UA2290DM6,West Campus,A101
133765,HP,Elite 8300 MT,2UA2290DP8,West Campus,A101
133766,HP,Elite 8300 MT,2UA2290DQ2,West Campus,A101
133767,HP,Elite 8300 MT,2UA2290DQD,West Campus,A101
133768,HP,Elite 8300 MT,2UA2290DPQ,West Campus,A101
133769,HP,Elite 8300 MT,2UA2290DQ9,West Campus,A101
133770,HP,Elite 8300 MT,2UA2290DQ5,West Campus,A101
133771,HP,Elite 8300 MT,2UA2290DQM,West Campus,A101
133772,HP,Elite 8300 MT,2UA2290DPC,West Campus,A101
133773,HP,Elite 8300 MT,2UA2290DQ7,West Campus,A101
133774,HP,Elite 8300 MT,2UA2290DNG,West Campus,A101
133775,HP,Elite 8300 MT,2UA2290DQF,West Campus,A101
133776,HP,Elite 8300 MT,2UA2290DQ1,West Campus,A101
133777,HP,Elite 8300 MT,2UA2290DPJ,West Campus,A101
133778,HP,Elite 8300 MT,2UA2290DQN,West Campus,A101
133779,HP,Elite 8300 MT,2UA2290DNN,West Campus,A101
